Surname,Name,Patronymic,Gender,BirthDate,Position,City,Address,Phone,Email
Ващенко-Захарченко,Єва,Василівна,Female,2006-07-11,Пілот,село Городок,"сквер Івана Вазова, буд. 24, Львів, 22335",+380 32 411-13-97,tryhubmilena@example.net
Конопля,Людмила,Григорівна,Female,1971-07-08,Менеджер,село Берегове,"набережна Мигдальна, буд. 4 кв. 9, Яворів, 97408",987 47 18,erikaonufriienko@example.org
Кабаненко,Світлана,Василівна,Female,1986-11-20,Зоолог,місто Перевальськ,"шосе Учительський, буд. 491 кв. 95, Рогатин, 43639",+380 44 916 30 15,tovstukhavenedykt@example.org
Прокопович,Марта,Григорівна,Female,1971-11-26,Електрослюсар,місто Павлоград,"набережна Шоста, буд. 577 кв. 2, Мукачево, 15442",791 61 16,havryshsolomon@example.com
Чубай,Орина,Іванівна,Female,1964-12-20,Мірошник,місто Хрустальний,"набережна Геранієва, буд. 463, Яремче, 05466",+380 64 456 63 54,dannabatih@example.com
Назаренко,Тереза,Максимівна,Female,2003-09-24,Скульптор,хутір Дніпрорудне,"площа Донцова Дмитра, буд. 033 кв. 8, Українка, 87542",+380 63 953-70-98,heorhiihuk@example.net
Годунок,Роксолана,Ігорівна,Female,2006-03-11,Сценарист,хутір Кодима,"набережна Бориса Едуардса, буд. 6 кв. 991, Монастирище, 86598",917-47-53,baklanvarfolomii@example.com
Влох,Ганна,Миколаївна,Female,1975-01-23,Дизайнер,місто Торецьк,"проспект Грузовий, буд. 574 кв. 7, Кагарлик, 09950",090 033 11 53,klavdiia70@example.net
Токар,Еріка,Ярославівна,Female,1958-05-14,Швачка,селище Обухів,"площа Савицький, буд. 012, Жмеринка, 97673",033 737-22-24,kamilla11@example.com
Цісик,Вікторія,Максимівна,Female,1946-02-11,Музичний редактор,місто Ківерці,"шосе Літакова, буд. 5 кв. 748, Коростень, 20656",+380 (26) 688-26-70,zatovkaniukleopold@example.net
Саєнко,Роксолана,Степанівна,Female,1989-07-12,Географ,хутір Ічня,"набережна Фахова, буд. 37, Вишгород, 76052",093 014 47 81,ostapdanylenko@example.net
Затовканюк,Дарина,Василівна,Female,2007-08-11,Співак,місто Міусинськ,"парк Кафедральна, буд. 985 кв. 9, Батурин, 22592",007 185 09 84,erika47@example.net
Сиротенко,Еріка,Олександрівна,Female,2006-06-26,Флорист,селище Великі Мости,"площа Мирослава Скорика, буд. 5, Знам'янка, 13981",057 335 57 06,iaroslava45@example.com
Андрейко,Ада,Арсенівна,Female,1954-10-15,Публіцист,місто Щолкіне,"провулок Тролейбусна, буд. 39, Берестин, 25578",092 493-19-61,darsenych@example.com
Бабак,Святослава,Ігорівна,Female,1938-03-11,Фізик,місто Кременець,"провулок Аптекарський, буд. 7, Обухів, 08322",034 672-03-94,vladyslavkaras@example.org
Дейнеко,Світлана,Степанівна,Female,1947-10-21,Водій,село Бунге,"проспект Штильова, буд. 4, Кривий Ріг, 46082",057 05 27,sychfrants@example.com
Зінкевич,Орина,Максимівна,Female,1970-01-31,Паблік рилейшнз,хутір Жовті Води,"провулок Наявний 1-й, буд. 455 кв. 25, Кипуче, 42439",+380 73 094-11-29,priskaredko@example.org
Парасюк,Володимира,Сергіївна,Female,2007-07-07,Фрілансер,хутір Вільногірськ,"парк Локальна, буд. 70, Бердянськ, 11857",270 72 72,kyrylenkoavhustyn@example.com
Бараник,Ярина,Максимівна,Female,1988-03-26,Астрофізик,селище Золоте,"проспект Магістральна, буд. 9 кв. 75, Кропивницький, 43897",+380 53 923-84-96,tovstukhamariia@example.com
Медведенко,Маруся,Ярославівна,Female,1991-08-06,Державний службовець,хутір Баранівка,"шосе Олександра Богомольця, буд. 3 кв. 7, Вилкове, 02718",884 92 60,moskaltereza@example.net
Товстуха,Златослава,Ігорівна,Female,1958-12-10,Слідчий,село Путивль,"провулок Леонтовича, буд. 0 кв. 3, Южноукраїнськ, 53706",+380 78 288 51 05,snehoda@example.com
Власюк,Марина,Євгенівна,Female,1962-07-12,Фізик,село Долина,"проспект Саксаганського, буд. 4 кв. 20, Нова Одеса, 04617",+380 (53) 620-04-98,stanislav78@example.com
Євтушенко,Святослава,Володимирівна,Female,1944-04-25,Бібліотекар,хутір Очаків,"площа Шовкуненка, буд. 6, Заставна, 75999",014 574-00-50,havrylomatiash@example.org
Алексеєнко,Єва,Володимирівна,Female,2003-11-16,Юрист,село Таврійськ,"проспект Ольги Благовидової, буд. 904 кв. 055, Жашків, 04057",+380 28 370-49-33,saienkoada@example.org
Андрієвич,Богданна,Богданівна,Female,1983-10-23,Кур'єр,село Снігурівка,"проспект Тюльпанний, буд. 4 кв. 96, Кропивницький, 01575",+380 (65) 737-86-35,klavdiiakovaliuk@example.net
Каденюк,Марина,Олегівна,Female,1947-08-29,Дантист,село Охтирка,"узвіз Слобідська, буд. 5 кв. 0, Яремче, 60626",065 640-74-54,panas58@example.org
Макаренко,Камілла,Степанівна,Female,1939-09-07,Ді-джей,селище Березань,"проспект 2-га Лінія 6-й ст. Люстдорфської дороги, буд. 61, Чернігів, 92972",+380 (16) 766-13-73,karmaliukkostiantyn@example.org
Арсенич,Марта,Ігорівна,Female,1984-02-24,Фольклорист,село Золотоноша,"набережна Лїнія 1-ша, буд. 190 кв. 3, Нікополь, 38022",+380 36 629 87 23,vira09@example.net
Цісик,Валентина,Олександрівна,Female,1953-04-18,Співак,місто Ічня,"узвіз Лінія 32-га, буд. 586, Златопіль, 90225",050 368-18-97,ozaruba@example.com
Гавришкевич,Едита,Григорівна,Female,1962-12-09,Конструктор,селище Дубно,"провулок Іванова Ігоря, буд. 420, Сновськ, 79373",096 025 61 95,ypryimak@example.net
Голобородько,Валентина,Ярославівна,Female,1959-04-28,М'ясник,село Тульчин,"провулок Ботанічний, буд. 4, Ходорів, 72781",+380 57 982-60-02,somkosviatoslava@example.org
Парасюк,Лілія,Богданівна,Female,1998-04-23,Візажист,село Перемишляни,"проспект Аеропортівський 1-й, буд. 29, Кілія, 37765",+380 06 704-64-50,opanas21@example.net
Єфименко,Олена,Юріївна,Female,1938-06-25,Перекладач,місто Пирятин,"парк Горбатий міст, буд. 35 кв. 34, Батурин, 99759",+380 54 894-96-33,panashaidai@example.org
Петрик,Лариса,Романівна,Female,1955-03-15,Бізнесмен,село Бурштин,"площа Академіка Корольова, буд. 839, Сокиряни, 62446",089 524-87-98,adamhrechko@example.net
Проценко,Варвара,Володимирівна,Female,1998-10-12,Етнограф,селище Семенівка,"площа Кордонна, буд. 41 кв. 21, Дергачі, 56798",+380 83 560-26-41,khoma18@example.org
Жученко,Валентина,Василівна,Female,1983-12-07,Футболіст,хутір Кипуче,"парк Обільна, буд. 915, Олешки, 67942",155 61 82,gchervonenko@example.net
Симоненко,Дарина,Володимирівна,Female,1986-04-16,Інженер,селище Авдіївка,"набережна Ремонтна, буд. 471, Дружківка, 33491",074 125-82-45,halyna06@example.net
Шеремета,Клавдія,Богданівна,Female,1965-11-02,Літературознавець,хутір Нетішин,"вулиця Дубовий гай, буд. 846, Бобринець, 50364",076 403-28-66,haidamakaamaliia@example.org
Цушко,Аліна,Максимівна,Female,1952-01-25,Круп'є,хутір Хутір-Михайлівський,"проспект Роздольна, буд. 36, Радомишль, 97365",217 41 86,vitalii84@example.net
Стець,Анжела,Володимирівна,Female,1965-05-16,Лікар,хутір Христинівка,"шосе Листяна, буд. 57, Дубровиця, 27969",+380 89 222-06-84,wsemenchenko@example.com
Чміль,Тереза,Іванівна,Female,1950-06-08,Намотувальник,село Сокиряни,"проспект Травневий 1-й, буд. 41, Бахчисарай, 94811",600 29 65,cbevz@example.org
Мазепа,Дарина,Андріївна,Female,1989-03-02,Дантист,село Щолкіне,"узвіз Садовського, буд. 6 кв. 64, Ковель, 41317",+380 (27) 014-88-43,svitlanarak@example.net
Ґоляш,Софія,Степанівна,Female,1960-09-22,Хореограф,хутір Арциз,"вулиця Василя Кандинського 1-й, буд. 26 кв. 797, Покровськ, 53500",+380 11 598 78 91,aaron42@example.net
Лисенко,Дарина,Олегівна,Female,1985-01-06,Пекар,місто Київ,"парк Ракетна, буд. 2 кв. 89, Дубровиця, 88832",147-65-62,nazartykha@example.org
Жук,Любов,Максимівна,Female,1947-04-08,Археолог,місто Мерефа,"набережна Десятого квітня, буд. 133 кв. 0, Ніжин, 53769",+380 53 989-14-42,dashkevychviktoriia@example.net
Лисенко,Наталія,Володимирівна,Female,1978-11-18,Географ,село Бердичів,"шосе Пересипська 9-та, буд. 21 кв. 56, Волочиськ, 58252",054 656-92-35,dbezborodko@example.com
Тичина,Святослава,Максимівна,Female,1984-08-07,Будник,село Курахове,"шосе Дальницьке, буд. 93 кв. 5, Бунге, 05435",+380 81 664-64-24,kovaliuktetiana@example.com
Бабійчук,Ірена,Петрівна,Female,1963-12-06,Дизайнер,село Долина,"вулиця Дідріхсона, буд. 32, Сокологірськ, 70736",+380 06 905 29 23,tshvachko@example.com
Кабалюк,Лариса,Володимирівна,Female,1974-06-15,Етнограф,селище Харцизьк,"вулиця 19-й км Старокиївської дороги, буд. 95, Сновськ, 04379",+380 32 453-10-72,nalyvaikospas@example.net
Базилевич,Валентина,Василівна,Female,1980-10-15,Етнограф,місто Чорнобиль,"набережна Зоопаркова, буд. 712 кв. 17, Марганець, 51139",013 805 52 46,tsymbaliaryna@example.com
Журавель,Тетяна,Олександрівна,Female,1984-01-15,Сценарист,хутір Шахтарськ,"провулок Хутірська, буд. 1, Гірник, 16299",+380 53 708-82-52,baidavarfolomii@example.com
Захарченко,Тереза,Олександрівна,Female,1962-08-03,Математик,хутір Мостиська,"сквер Чорноморський 6-й, буд. 60 кв. 7, Чуднів, 91378",+380 (94) 699-04-64,jhavryliv@example.com
Радченко,Любов,Дмитрівна,Female,1938-04-04,Музичний редактор,місто Ходорів,"набережна Соляний 2-й, буд. 7 кв. 564, Шахтарськ, 54446",058 222 80 93,vadymzharko@example.org
Зінченко,Світлана,Андріївна,Female,1948-07-11,Ветеринар,селище Зимогір'я,"площа Кавказький, буд. 93, Отаманівка, 69864",040 183-75-97,zasenkoihor@example.com
Заруба,Софія,Андріївна,Female,1996-12-28,Випробувач,хутір Чортків,"шосе Чорничний, буд. 9 кв. 6, Ялта, 81453",002 376-01-66,mykhailozhuravel@example.com
Гайденко,Віолетта,Богданівна,Female,1958-12-28,Прокурор,село Березне,"сквер Дніпропетровська дорога, буд. 44, Зеленодольськ, 06956",056 404 04 99,odarkakhmara@example.org
Власенко,Богданна,Андріївна,Female,1961-08-15,Льотчик,хутір Тернопіль,"площа Квітки-Основ’яненка, буд. 769, Південне, 23768",971 07 00,mariana35@example.org
Дробʼязко,Алла,Юріївна,Female,1990-12-13,Адвокат,селище Дніпро,"парк Полуничний, буд. 048, Сніжне, 85878",027 561 91 39,ishvachko@example.com
Вернигора,Ярина,Олександрівна,Female,1993-02-12,Літературознавець,селище Яготин,"парк Злакова, буд. 78 кв. 856, Новоград-Волинський, 08972",+380 13 628-65-77,sycholeksandr@example.net
Симоненко,Юстина,Юріївна,Female,1962-03-27,Підприємець,село Борзна,"площа Валіховський, буд. 121 кв. 12, Тернівка, 53165",094 025 01 02,iustynakhrystenko@example.net
Лемешко,Едита,Ярославівна,Female,1960-03-28,Складальник,хутір Липовець,"узвіз Металістів, буд. 19, Кам'янка (Черкаська область), 56277",+380 38 573-88-45,tymchenkotaras@example.net
Деревʼянко,Маруся,Арсенівна,Female,1966-11-24,Золотар,село Берестечко,"сквер Степний 2-й, буд. 22 кв. 3, Кальміуське, 27695",+380 41 475 16 52,orkhypabramenko@example.com
Бабʼяк,Розалія,Андріївна,Female,1947-04-12,Кіноактор,село Вінниця,"провулок Житомирський 3-й, буд. 986 кв. 4, Докучаєвськ, 19164",717 87 73,tymchenkovalentyn@example.com
Засуха,Віолетта,Ігорівна,Female,1941-07-19,Ветеринар,місто Єнакієве,"шосе Чернівецький, буд. 05 кв. 780, Волноваха, 10968",719 34 42,ievtushokleopold@example.com
Єщенко,Василина,Євгенівна,Female,1981-03-12,Бібліотекар,село Буринь,"шосе Климовича, буд. 82, Ковель, 19554",+380 (75) 047-65-59,crudyk@example.com
Теличенко,Ірина,Олександрівна,Female,1969-04-09,Машиніст,хутір Белз,"вулиця Джевецького, буд. 792 кв. 249, Чорноморськ, 92543",028 266-32-58,onufriienkoiakiv@example.org
Адамчук,Клавдія,Максимівна,Female,1960-07-08,Гірник,хутір Гайворон,"вулиця Змієнка Всеволода, буд. 222 кв. 649, Косів, 10137",611 43 72,rsirchenko@example.com
Атрощенко,Соломія,Сергіївна,Female,1988-07-21,Пілот,хутір Дунаївці,"вулиця Скрипковий, буд. 01 кв. 638, Златопіль, 60066",+380 (97) 439-93-63,omelianiesypenko@example.com
Данькевич,Галина,Петрівна,Female,1945-11-02,Бухгалтер,місто Болград,"узвіз Балтський 5-й, буд. 5 кв. 6, Бахмут, 63656",+380 05 914-93-40,iustyna91@example.net
Артимишин,Василина,Дмитрівна,Female,1953-11-20,Клоун,селище Радивилів,"вулиця Проектний 5-й, буд. 825 кв. 21, Горішні Плавні, 99551",027 544 18 23,roksolana41@example.com
Ґжицька,Дарина,Богданівна,Female,1952-07-24,Електрослюсар,хутір Рогатин,"сквер Павла Кравцова, буд. 34 кв. 29, Каховка, 86698",156-55-50,olha35@example.com
Василенко,Богданна,Володимирівна,Female,1947-06-01,Паблік рилейшнз,місто Корсунь-Шевченківський,"шосе Китобійна, буд. 237, Вижниця, 40087",095 981 98 92,olha36@example.net
Щириця,Богуслава,Олегівна,Female,1939-09-15,Етнограф,село Ковель,"сквер Дубова, буд. 332 кв. 96, Старий Крим, 90979",003 267-82-84,iushchenkoklavdiia@example.org
Негода,Ольга,Арсенівна,Female,1982-08-02,Складальник,селище Корець,"узвіз Дукова, буд. 9, Соледар, 91168",+380 (61) 193-15-31,prokhir26@example.com
Терещук,Пріска,Дмитрівна,Female,1948-10-22,Журналіст,місто Теребовля,"парк Соляний 1-й, буд. 771, Сновськ, 71507",+380 10 577 89 55,orest69@example.com
Артимович,Альбіна,Олегівна,Female,1969-07-07,Пілот,селище Горлівка,"парк 18-та Лінія 6-й ст. Люстдорфської дороги, буд. 7 кв. 63, Заводське, 29590",+380 70 213-85-03,sirchenkovasyl@example.net
Вдовиченко,Галина,Василівна,Female,1960-12-18,Патологоанатом,селище Мала Виска,"парк Василя Фащенка, буд. 0, Токмак, 06342",+380 43 770 06 71,zinchukpanteleimon@example.com
Оробець,Святослава,Сергіївна,Female,1969-10-17,Художник,місто Люботин,"шосе Генерала Алмазова, буд. 06 кв. 7, Угнів, 46999",+380 09 381-35-89,marta80@example.com
Бабак,Михайлина,Сергіївна,Female,1971-11-27,Ювелір,хутір Світловодськ,"проспект Лузанівський, буд. 58, Ананьїв, 39021",062 999 18 87,alinaiaremko@example.org
Овчаренко,Марія,Максимівна,Female,1952-12-02,Громадський діяч,хутір Баранівка,"парк Ланжеронівська, буд. 567 кв. 6, Жмеринка, 19877",+380 84 479 67 12,herman25@example.com
Данильчук,Орина,Ігорівна,Female,1943-06-07,Психолог,хутір Подільськ,"проспект Сірожупанників, буд. 606, Берегове, 55647",+380 84 992-27-11,iaryna68@example.com
Скоробогатько,Пріска,Романівна,Female,1948-09-05,Дизайнер,місто Тернопіль,"провулок Академіка Заболотного, буд. 4, Житомир, 92974",317-43-69,dzhussemen@example.com
Акуленко,Варвара,Романівна,Female,1941-04-27,Різноробочий,хутір Ізмаїл,"вулиця Патріотична, буд. 2, Лохвиця, 87292",041-46-35,jnestaiko@example.org
Тарасенко,Надія,Степанівна,Female,1965-08-04,Фольклорист,селище Берегове,"провулок Мазепи Івана, буд. 102 кв. 31, Овруч, 41106",+380 92 494 41 67,avramchuksymon@example.net
Данчук,Ліза,Степанівна,Female,1972-09-09,Стоматолог,село Хутір-Михайлівський,"площа Галини Могильницької, буд. 34, Дніпрорудне, 30165",040 806 45 16,tkachmariia@example.org
Журавель,Марʼяна,Сергіївна,Female,1989-04-10,Музикознавець,хутір Берестин,"узвіз Шостої 1-й, буд. 507 кв. 61, Умань, 81103",046 065-88-49,isirchenko@example.net
Власенко,Клавдія,Василівна,Female,1998-09-18,Намотувальник,хутір Новий Калинів,"проспект Слобідський узвіз, буд. 326, Родинське, 66548",027 135 27 75,sdanko@example.net
Непорожній,Христина,Богданівна,Female,2009-11-16,Пілот,хутір Гадяч,"шосе Хутірський, буд. 38 кв. 04, Мукачево, 66687",+380 81 667-32-53,zlatoslavashakhrai@example.org
Баштан,Данна,Олександрівна,Female,1992-11-02,Режисер,село Ізмаїл,"провулок Зелений, буд. 63 кв. 938, Миронівка, 93566",205-13-87,havryliukalevtyn@example.net
Мірошниченко,Юстина,Олександрівна,Female,1971-11-16,Сценарист,хутір Боково-Хрустальне,"площа Аптекарський, буд. 977 кв. 67, Шумськ, 09137",+380 90 474 86 16,asavenko@example.org
Ґереґа,Маруся,Іванівна,Female,1961-08-09,Промисловець,хутір Герца,"проспект Ольгіївська, буд. 4, Армянськ, 07485",+380 80 336-15-05,pelekhheorhii@example.net
Величко,Лариса,Дмитрівна,Female,1949-12-18,Доцент,місто Теребовля,"сквер Любашівський, буд. 319, Хмільник, 89833",+380 97 978-80-84,ovsiienkoielysaveta@example.net
Кальченко,Варвара,Максимівна,Female,1956-02-01,Графік,село Славута,"проспект Володимира Терещенка, буд. 97, Золотоноша, 66116",+380 28 233-71-38,aaron43@example.org
Туркало,Володимира,Арсенівна,Female,1985-06-24,Випробувач,селище Керч,"вулиця Ванний, буд. 791, Шостка, 85399",+380 44 355-56-15,zabaraalina@example.org
Сомко,Златослава,Олегівна,Female,2005-02-24,Етнограф,місто Надвірна,"парк Промислова, буд. 5, Помічна, 20892",474 65 65,syrotenkoruslan@example.net
Гайдай,Розалія,Дмитрівна,Female,1960-05-18,Гірничий інженер,місто Угнів,"сквер 14-та Лінія 6-й ст. Люстдорфської дороги, буд. 71, Ровеньки, 55542",008 126-71-89,sviatoslavostapchuk@example.net
Євдокименко,Єва,Сергіївна,Female,1947-02-16,Соціолог,хутір Щолкіне,"площа Бучми, буд. 10 кв. 3, Тараща, 88741",+380 (88) 893-73-04,nazar00@example.com
Деркач,Софія,Григорівна,Female,1965-02-03,Драматург,селище Тернопіль,"проспект Ольвійська, буд. 194, Бобринець, 01734",091 672-66-86,vbabych@example.org
Іванченко,Сніжана,Арсенівна,Female,1970-11-10,Намотувальник,місто Гола Пристань,"парк Хімічний 3-й, буд. 97, Коростишів, 04732",026 67 33,maksym28@example.net
Дергач,Аніта,Іванівна,Female,1989-05-08,Зоолог,хутір Ананьїв,"проспект Хотинський, буд. 261 кв. 1, Радомишль, 74426",+380 73 805-16-30,oleksandrsimashkevych@example.net
Охримович,Василина,Григорівна,Female,1954-02-27,Парфюмер,хутір Путивль,"сквер Степний 2-й, буд. 465, Сіверськ, 01045",071 584 75 52,khrystynamamchur@example.com
Ковпак,Віра,Василівна,Female,1951-04-11,Фізик,село Світлодарськ,"проспект Високий, буд. 4, Київ, 70140",034 907 05 27,zaporozhetsonysym@example.net
Шахрай,Клавдія,Петрівна,Female,1944-11-14,Реставратор,місто Білопілля,"провулок Капітана Кузнецова, буд. 455, Кальміуське, 56238",039 470 64 91,andriishynavenedykt@example.net
Яремчук,Маруся,Олександрівна,Female,1966-04-18,Кур'єр,селище Бар,"набережна Матюшенка, буд. 7, Голубівка, 42708",885-96-19,leonidbandurka@example.com
Смик,Аліна,Олегівна,Female,1994-12-21,Круп'є,селище Гайворон,"набережна Контрадмірала Остроградського, буд. 2 кв. 101, Гірник, 94531",+380 (21) 324-15-63,vadym08@example.net
Ванченко,Едита,Богданівна,Female,1943-03-02,Економіст,місто Галич,"набережна Сергія Єфремова, буд. 40, Ужгород, 26811",+380 57 248-16-55,iasaula@example.org
Талан,Марта,Василівна,Female,2002-10-28,Промисловець,селище Оріхів,"провулок Леопольда Ященка, буд. 65 кв. 197, Донецьк, 08340",088 770 94 74,omeliantsymbal@example.org
Атрощенко,Емілія,Андріївна,Female,1948-01-16,Лікар,хутір Білозерське,"вулиця Квітки-Основ’яненка, буд. 04 кв. 1, Бахмач, 57232",+380 71 013-42-38,iaroslava84@example.net
Перепелиця,Аліна,Ярославівна,Female,2003-12-11,Літературознавець,місто Золотоноша,"набережна Деревообробний 4-й, буд. 43, Тлумач, 69865",+380 60 435-85-19,znehoda@example.net
Щербак,Любов,Богданівна,Female,1990-11-20,Секретар,хутір Докучаєвськ,"шосе Стрийський, буд. 203, Ковель, 27722",+380 68 181-42-49,hennadii70@example.org
Дробʼязко,Лілія,Ярославівна,Female,1976-10-31,Кінорежисер,місто Заліщики,"площа Олешківська, буд. 512, Балта, 50981",152-08-59,kyrylenkosviatoslav@example.com
Якимчук,Альбіна,Богданівна,Female,1978-06-30,Режисер,місто Козятин,"парк Дубовий гай, буд. 1, Липовець, 04845",098 391-07-89,panteleimonarsenych@example.org
Матяш,Христина,Василівна,Female,1967-11-15,Дантист,хутір Донецьк,"площа Середня, буд. 946 кв. 012, Алмазна, 92549",+380 83 177-17-39,iefremskorobohatko@example.net
Абрагамовський,Ярослава,Степанівна,Female,2000-12-20,Професор,хутір Харцизьк,"вулиця Академічний, буд. 822 кв. 606, Дніпро, 13099",958 07 12,vira44@example.net
Артимович,Аніта,Іванівна,Female,1978-02-06,Перекладач,хутір Южне,"парк Ромашкова, буд. 962 кв. 97, Тисмениця, 85973",014 165 77 96,wchervonenko@example.net
Шовкопляс,Наталія,Петрівна,Female,1998-10-31,Ґрунтознавець,хутір Бердичів,"шосе Кристаловського, буд. 83 кв. 53, Петрово-Красносілля, 74456",+380 (10) 895-35-21,klavdiiapiddubnyi@example.org
Жадан,Сніжана,Богданівна,Female,1938-12-06,Мовознавець,селище Ромни,"парк Мариністів, буд. 672, Щастя, 75218",928-01-44,hannaartiushenko@example.net
Дейнека,Юстина,Романівна,Female,1957-05-06,Стоматолог,селище Чернігів,"набережна Строганов міст, буд. 310, Гребінка, 23039",+380 23 353-38-10,babiiillia@example.com
Нестеренко,Лілія,Дмитрівна,Female,1992-04-23,Модельєр,місто Джанкой,"шосе Степана Олійника узвіз, буд. 86, Золотоноша, 06310",008 631-94-30,turkaloomelian@example.net
Карпа,Марина,Іванівна,Female,1980-08-13,Мінералог,місто Чоп,"узвіз Соні Делоне, буд. 5 кв. 521, Шпола, 32497",+380 13 401 79 46,yvatamaniuk@example.net
Кириленко,Світлана,Петрівна,Female,1956-03-02,Інженер,місто Чоп,"узвіз Пейзажна, буд. 18, Одеса, 56500",082 244-67-89,orynakanivets@example.org
Масоха,Валентина,Василівна,Female,1938-07-26,Гінеколог,село Перечин,"узвіз Кобзаря, буд. 8, Старобільськ, 03506",+380 35 726 92 61,parasiukpanas@example.org
Адамчук,Альбіна,Романівна,Female,1954-09-04,Юрист,село Новогродівка,"площа Дмитра Годзенка, буд. 948 кв. 75, Дергачі, 89090",019 436 74 60,creva@example.org
Смик,Софія,Арсенівна,Female,1974-11-14,Бухгалтер,хутір Погребище,"проспект Лиманчик 2-й Лінія 1-ша, буд. 15 кв. 89, Ковель, 10399",012 631 42 75,olifirenkostanislav@example.org
Чуприна,Лариса,Олександрівна,Female,1968-09-07,Електромонтажник,селище Маріуполь,"набережна Садова 2-га, буд. 39, Рогатин, 53974",+380 34 886-73-83,uromanenko@example.org
Височан,Оксенія,Арсенівна,Female,1976-07-30,Епідеміолог,місто Родинське,"узвіз Братів Малакових, буд. 307, Кривий Ріг, 87286",+380 80 610-35-29,mykhaliukostap@example.org
Величко,Юстина,Андріївна,Female,1950-07-14,Скульптор,селище Міусинськ,"шосе Дур'янівський, буд. 82, Полонне, 09614",+380 53 867 89 40,snizhanadotsenko@example.com
Шило,Ганна,Юріївна,Female,2003-07-27,Біолог,хутір Хорол,"проспект Решата Аметова, буд. 0, Кремінна, 04197",+380 31 934-71-15,chaikaoleksa@example.org
Бандера,Емілія,Юріївна,Female,1971-06-17,Мінералог,хутір Лисичанськ,"парк Олександра Болдирєва, буд. 805, Тиврів, 99008",070 651-37-54,dmytromykhailiuk@example.org
Копитко,Еріка,Романівна,Female,1992-12-15,Промисловець,село Очаків,"вулиця Заводська 4-та, буд. 83, Оріхів, 39951",+380 66 341-27-23,smasokha@example.com
Єрошенко,Богданна,Ігорівна,Female,1950-07-21,Адвокат,місто Южне,"провулок Хаджибейський 2-й, буд. 063, Арциз, 05156",+380 58 947 75 19,wperebyinis@example.org
Данькевич,Єва,Сергіївна,Female,1977-03-04,Режисер,село Монастирище,"узвіз Маріупольська, буд. 3, Новоукраїнка, 01482",+380 41 975-60-04,vermenychveniiamyn@example.org
Нестеренко,Галина,Миколаївна,Female,1988-10-29,Ботанік,селище Бахмач,"провулок Лінія 29-та, буд. 6, Пологи, 63447",283-88-71,illia18@example.org
Пилипенко,Ірена,Володимирівна,Female,1982-12-24,Сантехнік,селище Кролевець,"провулок Світанку, буд. 173 кв. 551, Миколаївка, 05291",650 72 18,ohavryshkevych@example.org
Чалий,Орина,Василівна,Female,1968-01-18,Археолог,село Путивль,"набережна Естафетна, буд. 483 кв. 065, Отаманівка, 93879",011 273 71 05,wirvanets@example.org
Притула,Ганна,Євгенівна,Female,2008-01-07,Графік,місто Чугуїв,"набережна Флотський 3-й, буд. 282, Дебальцеве, 36109",+380 83 507-63-58,ogalagan@example.org
Гавриш,Оксана,Василівна,Female,1997-05-21,Музикант,хутір Тростянець,"провулок Михайла Жука, буд. 6 кв. 217, Новий Буг, 18107",022 644 22 57,lukiandutka@example.com
Заїка,Любов,Василівна,Female,1995-02-13,Астроном,місто Армянськ,"проспект Лінія 32-га, буд. 082 кв. 208, Дрогобич, 69358",+380 56 029 43 03,chuikodemyd@example.net
Мамчур,Лілія,Андріївна,Female,1980-08-30,Архітектор,місто Джанкой,"набережна Сміливий, буд. 77, Шахтарськ, 41511",070 561-60-88,feofan39@example.com
Гречко,Маруся,Миколаївна,Female,1975-05-14,Актор,село Благовіщенське,"набережна Юннатів 2-й, буд. 6, Перечин, 26393",+380 07 411 84 74,pushkarserhii@example.com
Бабко,Аліна,Євгенівна,Female,1989-08-17,Геолог,село Горішні Плавні,"провулок Куликовський 2-й, буд. 692 кв. 9, Яремче, 17617",058 364 69 54,rakulenko@example.org
Перебийніс,Ада,Дмитрівна,Female,2004-04-03,Дантист,місто Білогірськ,"вулиця Дніпропетровська дорога, буд. 13 кв. 747, Косів, 81462",205 74 92,daryna62@example.org
Лукаш,Богуслава,Максимівна,Female,2002-04-01,Публіцист,хутір Вижниця,"набережна Лінія 30-та, буд. 232 кв. 2, Лисичанськ, 44185",+380 38 267 54 03,klubenets@example.org
Яремко,Христина,Василівна,Female,1982-05-28,Сантехнік,місто Красноперекопськ,"сквер Юрія Єгорова, буд. 134 кв. 23, Гадяч, 70968",+380 (40) 838-11-12,aaron76@example.com
Килимник,Аліна,Миколаївна,Female,1966-03-05,Фізик,село Дніпро,"площа Шахтинський, буд. 39 кв. 8, Люботин, 52133",077-37-76,eduardzaruba@example.org
Кибкало,Ада,Ярославівна,Female,1955-11-09,Швачка,хутір Горлівка,"парк Бутишів, буд. 56 кв. 4, Радехів, 14344",+380 (24) 634-13-81,artem95@example.net
Міщенко,Тетяна,Миколаївна,Female,2001-10-31,Вчитель,хутір Золоте,"шосе Івана Вазова, буд. 91, Герца, 32613",796 30 69,ttsymbal@example.org
Власенко,Святослава,Романівна,Female,2007-11-06,Епідеміолог,село Єнакієве,"провулок Демократична, буд. 963, Ворожба, 17414",815-79-69,hpetliura@example.com
Міщенко,Юстина,Григорівна,Female,2004-12-05,Різноробочий,село Путивль,"набережна Сміливий, буд. 1 кв. 058, Герца, 06133",+380 88 124-35-85,olha24@example.org
